Abbreviation,FIPS,name,geographytype,year,residentpopulation,percentchangeinresidentpopulatio,popdensity,geoid2,geoid,geodisplaylabel,giniIndex,total_pop,percentNoWeb,percentWithWeb,meanHouseholdSize,percentHsEdu,percentBachelorsEdu,medianHouseholdIncome,meanHouseholdIncome,perCapitaIncome,uninsuredRate,ueRate,percentArmedForces,total_higherEd,percentEnglishOnly,medianAge,percent65andOlder,percentHigherEd,y,x,geoid2_20,idxpopdens
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1880,8600000US01880,ZCTA5 01880,.40079999,10335,9.7919693,88.292213,2.52,93.5,50.900002,93337,112430,44843,2,4.5552731,.059185065,1356,89.97419,43.799999,17.4,5.3841572,2,44843,1880,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2461,8600000US02461,ZCTA5 02461,.41150001,2683,5.8143868,93.663811,2.6900001,97.699997,84.599998,159517,192447,72223,.89999998,4.0350022,0,379,74.364532,43.5,17.700001,5.4737148,.89999998,72223,2461,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1606,8600000US01606,ZCTA5 01606,.4201,8129,14.897282,83.023743,2.3099999,92.800003,37.5,65135,80802,34908,2.4000001,6.6479993,.018189535,1428,81.659225,41.900002,15,7.6827888,2.4000001,34908,1606,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2135,8600000US02135,ZCTA5 02135,.4781,19063,13.638987,84.278442,2.2,91.800003,65.5,61566,79397,37923,4,4.8133559,.059785292,7860,66.357689,29.6,13.4,19.325335,4,37923,2135,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1772,8600000US01772,ZCTA5 01772,.4526,3246,5.2680221,93.83857,2.8800001,96.699997,68.5,143375,188420,64905,1.4,3.7765851,0,422,83.44561,43.200001,13.3,4.6604085,1.4,64905,1772,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2492,8600000US02492,ZCTA5 02492,.4853,7063,6.1163812,91.929771,2.76,97.800003,77,147375,213669,75482,.69999999,3.5028021,0,1043,85.881615,44.599998,19.5,5.478229,.69999999,75482,2492,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2180,8600000US02180,ZCTA5 02180,.4091,9062,12.502759,86.426834,2.4100001,94.300003,44.799999,90320,107055,44920,2,4.0466447,0,1232,85.237915,44.400002,18.700001,5.9453721,2,44920,2180,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1460,8600000US01460,ZCTA5 01460,.41589999,3440,10.174418,89.244186,2.79,97.400002,55.900002,119177,138558,49934,.60000002,5.7769651,.12637432,578,91.628815,44.400002,14.5,6.2513518,.60000002,49934,1460,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1545,8600000US01545,ZCTA5 01545,.42089999,12853,8.5427523,88.477402,2.8099999,94.099998,56.700001,101229,126754,45803,2.5,4.4030867,0,2224,72.552368,41.700001,15.599999,6.4439487,2.5,45803,1545,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2343,8600000US02343,ZCTA5 02343,.39989999,4257,13.554146,81.771202,2.52,95.800003,28.299999,67589,85829,34198,2.5999999,5.0958714,0,958,82.023445,46.099998,16,9.2044582,2.5999999,34198,2343,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2468,8600000US02468,ZCTA5 02468,.4039,1924,1.6112266,96.985451,2.8399999,98.199997,89.699997,212394,277335,96955,.60000002,2.5547445,0,158,82.228119,47,19.299999,2.9935582,.60000002,96955,2468,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2563,8600000US02563,ZCTA5 02563,.41729999,3854,8.0435915,87.856773,2.4200001,96.300003,45.599998,84087,105284,43441,2.5999999,4.9731183,.3868472,496,95.505257,51.5,24.200001,5.3207464,2.5999999,43441,2563,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2744,8600000US02744,ZCTA5 02744,.4912,4654,28.42716,67.726685,2.4000001,62,14.7,33125,49347,21193,6.9000001,10.512334,0,485,49.474396,34.900002,12.2,4.6774039,6.9000001,21193,2744,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1003,8600000US01003,ZCTA5 01003,.66850001,31,0,16.129032,2.29,80.900002,21.299999,,,4370,2.8,18.022678,0,11084,78.851852,19.9,0,99.577759,2.8,4370,1003,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2764,8600000US02764,ZCTA5 02764,.3624,1438,15.716272,78.094574,2.6500001,92.300003,26.4,82130,92673,34990,3.8,4.4004846,0,390,94.802383,45.5,13.7,10.557661,3.8,34990,2764,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1803,8600000US01803,ZCTA5 01803,.40059999,9572,8.2218971,89.27079,2.72,95.199997,53.599998,99254,123122,45962,2.0999999,4.942328,.070028014,1489,74.922134,42.200001,19.5,6.0227318,2.0999999,45962,1803,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2543,8600000US02543,ZCTA5 02543,.65939999,432,12.5,85.879631,2.0999999,97.800003,80.300003,92188,184355,90910,2.0999999,1.8018018,0,47,99.303139,55.700001,40.599998,5.4587688,2.0999999,90910,2543,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1089,8600000US01089,ZCTA5 01089,.45860001,11971,19.756077,78.514748,2.3800001,89.300003,31.200001,51735,68964,29344,3,7.6261396,0,2200,76.058266,39.200001,15.2,8.1333876,3,29344,1089,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1057,8600000US01057,ZCTA5 01057,.3673,3495,14.077253,83.862663,2.51,91.900002,26.4,78986,88287,35989,2.2,6.5541983,0,456,97.315987,46.299999,18.299999,5.3445849,2.2,35989,1057,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1585,8600000US01585,ZCTA5 01585,.4373,1887,13.142554,85.320618,2.3699999,93.599998,32.099998,66317,84849,35345,4.9000001,6.195044,0,245,95.129654,46.700001,19.5,5.5242391,4.9000001,35345,1585,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1220,8600000US01220,ZCTA5 01220,.40130001,3768,19.028662,76.14119,2.1700001,88.099998,22.6,49777,62272,28827,1.7,6.5362382,0,243,94.72876,45.799999,17.9,3.1090071,1.7,28827,1220,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1080,8600000US01080,ZCTA5 01080,.44769999,911,20.197584,76.619102,2.78,90.5,16.700001,49844,63397,23355,5.4000001,11.680912,0,192,94.292801,32.700001,12.5,7.9404469,5.4000001,23355,1080,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48122,8600000US48122,ZCTA5 48122,.4298,3769,24.383125,58.848499,2.77,76.599998,11.9,39056,48754,18137,9.8000002,9.9543161,0,735,66.469154,33,11.1,7.7769547,9.8000002,18137,48122,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48422,8600000US48422,ZCTA5 48422,.3994,2674,25.355272,71.952133,2.46,86.199997,11.5,45417,53120,21653,6.1999998,7.0061517,.038491149,230,93.722977,40.200001,16.4,3.6829464,6.1999998,21653,48422,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,49847,8600000US49847,ZCTA5 49847,.37059999,466,19.527897,76.18026,2.24,91.800003,9.8999996,44773,50632,23002,5.8000002,1.2635379,0,23,99.801979,50.400002,24.799999,2.2772276,5.8000002,23002,49847,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,49009,8600000US49009,ZCTA5 49009,.4912,18697,9.4346685,85.949615,2.3800001,95.400002,47.099998,57281,85479,36124,4.6999998,7.3794675,.055311263,5939,90.583839,36.700001,16.200001,14.043841,4.6999998,36124,49009,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,49057,8600000US49057,ZCTA5 49057,.40259999,2308,26.039862,70.970535,2.98,74.900002,8.3999996,43860,54007,18370,13.9,12.194326,0,280,77.464348,33.799999,11.9,4.3880272,13.9,18370,49057,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,49423,8600000US49423,ZCTA5 49423,.4258,16479,17.677044,78.930763,2.55,89.199997,31.6,56087,71959,26970,5.8000002,4.4161186,0,5545,83.999908,33.700001,15.2,13.099147,5.8000002,26970,49423,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,49878,8600000US49878,ZCTA5 49878,.37729999,1522,32.588699,63.666229,2.3,94.400002,17.299999,48370,53769,23732,7.0999999,9.5305834,.067773633,120,97.859055,51,26.799999,3.5682425,7.0999999,23732,49878,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,49283,8600000US49283,ZCTA5 49283,.32699999,1257,15.194908,82.816231,2.47,94.900002,38.5,73932,73776,23677,6,6.853147,0,1235,99.052711,32.400002,19.6,29.997572,6,23677,49283,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48734,8600000US48734,ZCTA5 48734,.45649999,3176,18.765743,79.250633,2.3,94.5,41.200001,61689,88343,37736,2.4000001,2.6233249,0,441,94.397446,48.099998,27.700001,6.1156569,2.4000001,37736,48734,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48026,8600000US48026,ZCTA5 48026,.4411,6170,18.265802,78.282013,2.3499999,91,22.5,53328,68773,29635,6.8000002,5.1433835,0,786,94.370766,44.099998,18.700001,5.6652732,6.8000002,29635,48026,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,49503,8600000US49503,ZCTA5 49503,.50330001,15225,17.188833,76.367813,2.3099999,85.400002,41.400002,41306,58767,25632,13,7.0637379,.10520957,4223,81.30146,29.200001,7.5,12.462742,13,25632,49503,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48801,8600000US48801,ZCTA5 48801,.49489999,4946,21.006874,69.753334,2.26,93.099998,23.299999,36546,50503,20627,7,10.999827,0,2046,97.303802,35.099998,16.9,16.973619,7,20627,48801,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,49835,8600000US49835,ZCTA5 49835,.42410001,404,33.910892,64.10891,2.1600001,90.400002,15.8,43462,56239,25330,6.6999998,9.5890408,0,17,98.145859,55.200001,32.799999,2.1013596,6.6999998,25330,49835,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48140,8600000US48140,ZCTA5 48140,.31079999,1235,15.222672,80,2.72,94.5,17.6,81348,89456,33579,4.5,2.8169014,0,194,99.115044,42.700001,15.4,5.9200487,4.5,33579,48140,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48638,8600000US48638,ZCTA5 48638,.43340001,5679,20.831133,75.330162,2.1500001,93.900002,33.799999,45670,61752,28920,6.3000002,5.1896863,0,1058,92.42131,44.799999,22.299999,9.3019171,6.3000002,28920,48638,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48854,8600000US48854,ZCTA5 48854,.36070001,7269,10.854313,82.679871,2.5799999,94.900002,31.9,67301,80349,30735,5.6999998,3.970499,.10781329,1263,96.190948,40.900002,16.700001,6.9621301,5.6999998,30735,48854,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48463,8600000US48463,ZCTA5 48463,.3515,1866,16.988211,80.600212,2.4100001,93,13.2,53294,61785,25926,4.8000002,8.4256134,0,253,98.037407,48.599998,22.6,5.8416071,4.8000002,25926,48463,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,49631,8600000US49631,ZCTA5 49631,.4438,2420,35,59.710743,2.4300001,88.599998,9.8000002,39276,49736,20850,7.6999998,6.8003488,0,154,98.281906,45.5,22.1,2.6998599,7.6999998,20850,49631,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48471,8600000US48471,ZCTA5 48471,.47330001,2237,28.788557,65.131874,2.21,90,13.3,40676,55928,25136,7.9000001,7.2197847,0,193,97.066505,46.599998,21,3.8778381,7.9000001,25136,48471,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48158,8600000US48158,ZCTA5 48158,.41350001,2961,16.109423,80.513344,2.47,95.699997,39.200001,72645,88617,35558,3.9000001,4.4609666,0,600,97.419441,47.599998,17,8.1922445,3.9000001,35558,48158,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,49901,8600000US49901,ZCTA5 49901,.34689999,157,40.127388,56.050957,1.6900001,86.300003,19.4,29063,32438,19550,5.6999998,8.2474222,0,2,100,56.200001,30.1,.75471699,5.6999998,19550,49901,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48413,8600000US48413,ZCTA5 48413,.41800001,2948,22.489824,70.522385,2.3499999,86.900002,17.299999,46086,57471,24657,7.8000002,5.1823974,0,185,97.741364,45.200001,21.5,2.7310305,7.8000002,24657,48413,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,49325,8600000US49325,ZCTA5 49325,.38940001,627,15.151515,83.253586,3.1099999,93.599998,13,61397,74495,24272,3.5999999,6.4417176,0,30,98.504982,35.5,9.9000006,1.6611296,3.5999999,24272,49325,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48184,8600000US48184,ZCTA5 48184,.43790001,6622,22.651768,74.614922,2.54,84.800003,11.4,42055,54125,22010,8.3999996,7.7773814,0,1087,93.511543,38.099998,13,6.7107048,8.3999996,22010,48184,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48005,8600000US48005,ZCTA5 48005,.35249999,2061,17.127607,81.61087,2.5999999,92.599998,19.799999,71503,80770,31176,3.7,7.4388947,.1760176,434,95.406975,45.900002,17.700001,8.4108524,3.7,31176,48005,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,49074,8600000US49074,ZCTA5 49074,.26719999,59,33.898304,50.847458,,100,53.400002,19479,20146,14239,2.2,0,0,0,90.441177,83.099998,83.699997,0,2.2,14239,49074,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48723,8600000US48723,ZCTA5 48723,.4375,4979,25.085358,71.962242,2.3199999,89.199997,16.5,43481,57788,24087,6.6999998,8.3304291,.049159374,612,97.907059,45.799999,19,5.2280884,6.6999998,24087,48723,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,49022,8600000US49022,ZCTA5 49022,.4842,12972,33.641689,60.746223,2.3800001,80.400002,12.7,30939,43849,18414,11.4,12.69164,0,1237,93.408005,36.099998,14.7,4.3030577,11.4,18414,49022,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48851,8600000US48851,ZCTA5 48851,.37130001,867,19.492502,77.047287,2.6400001,89.300003,18.200001,57321,68625,26690,7.5999999,5.871212,0,121,98.749397,39.400002,13.5,5.820106,7.5999999,26690,48851,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,49601,8600000US49601,ZCTA5 49601,.4348,8672,21.875,71.194649,2.4000001,90.900002,20.299999,44349,57182,23794,8.6000004,6.9307923,.093720712,680,98.284966,43.5,19.5,3.420007,8.6000004,23794,49601,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,49628,8600000US49628,ZCTA5 49628,.3545,76,30.263159,69.736839,2.4300001,91.099998,17.799999,33125,42443,20295,9.6999998,8.139535,0,8,100,47.900002,25.4,4.4692736,9.6999998,20295,49628,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,49056,8600000US49056,ZCTA5 49056,.44299999,1294,32.302937,63.446678,2.5799999,81.199997,10.8,39079,53424,20035,8.8000002,15.493867,0,79,85.085358,43.400002,15.7,2.3659778,8.8000002,20035,49056,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,49304,8600000US49304,ZCTA5 49304,.49439999,1624,36.945812,58.80542,2.26,82.099998,12.1,27679,39739,18189,7,15.132606,0,100,96.682098,54.700001,29,2.5720165,7,18189,49304,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48893,8600000US48893,ZCTA5 48893,.4052,2103,17.879221,73.133621,2.5599999,93.400002,22.299999,55675,66996,26727,5.3000002,6.7530427,0,240,97.43895,40.5,18.700001,4.7647409,5.3000002,26727,48893,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48744,8600000US48744,ZCTA5 48744,.3919,1704,28.051643,65.375587,2.3900001,86.699997,10.5,47075,55346,23127,7.9000001,7.3326249,0,97,98.421844,46.599998,20.700001,2.4298596,7.9000001,23127,48744,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,49203,8600000US49203,ZCTA5 49203,.4709,15397,20.841722,74.923683,2.4400001,90.300003,23.700001,42100,58627,24200,7.5,8.6731768,.083606213,1861,96.651253,36.5,15.4,5.3128924,7.5,24200,49203,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48416,8600000US48416,ZCTA5 48416,.40790001,1837,24.823082,70.930862,2.72,86.199997,9.6000004,50293,60457,22388,16.299999,7.9581628,0,200,89.905701,38.5,14.7,4.2863264,16.299999,22388,48416,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,49674,8600000US49674,ZCTA5 49674,.0436,20,0,80,3.0999999,100,60.799999,105417,100515,31094,14.5,14.285714,0,0,100,60.599998,47.799999,0,14.5,31094,49674,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48161,8600000US48161,ZCTA5 48161,.45089999,10529,18.197359,75.733688,2.49,85.699997,16.1,49627,62469,25188,7.3000002,7.9724331,.046609182,1208,96.860718,39.5,16.1,4.8003178,7.3000002,25188,48161,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,49284,8600000US49284,ZCTA5 49284,.42460001,1137,26.033421,68.073875,2.5999999,91.099998,12,50134,66622,26020,10.1,6.2636561,0,83,99.783943,43.099998,15.8,2.9888368,10.1,26020,49284,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,49649,8600000US49649,ZCTA5 49649,.39989999,2229,17.317183,79.901299,3.0699999,90.599998,11.7,57641,70007,20874,7.5,5.7055387,0,427,94.703842,39.900002,10.4,5.6963716,7.5,20874,49649,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,49316,8600000US49316,ZCTA5 49316,.36680001,7622,7.4914722,91.235893,2.9200001,95.599998,40.099998,86206,98080,33719,4.5,3.4200304,.018055974,1101,92.387962,36.299999,12.3,5.3688984,4.5,33719,49316,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48881,8600000US48881,ZCTA5 48881,.40270001,2362,21.464861,75.783234,2.53,94.400002,23.1,56700,66163,26082,6.5999999,2.701823,0,343,98.134529,41.400002,15.2,6.1524663,6.5999999,26082,48881,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48846,8600000US48846,ZCTA5 48846,.40349999,6112,26.668848,69.797119,2.6800001,88,13.1,44710,55667,17952,5.6999998,8.1166372,.071710289,1016,96.988358,37.5,12.6,5.3029909,5.6999998,17952,48846,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,49858,8600000US49858,ZCTA5 49858,.46959999,5729,25.763659,70.448593,2.0599999,93.400002,18.5,44150,58961,28746,5,6.1455259,0,357,98.582245,46.700001,21.699999,3.1437125,5,28746,49858,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48342,8600000US48342,ZCTA5 48342,.5072,6890,31.436865,65.326561,2.48,78.199997,9.3000002,25989,37894,16040,14.5,19.032055,0,821,85.402435,31.4,11.1,5.240314,14.5,16040,48342,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48192,8600000US48192,ZCTA5 48192,.42269999,11113,17.816971,76.343025,2.26,90.800003,18.799999,54709,67315,30398,6,7.2166491,.018951058,1553,93.76516,43,16.200001,6.4941039,6,30398,48192,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48017,8600000US48017,ZCTA5 48017,.36590001,5634,14.022009,81.806885,2.0999999,95.099998,36.299999,62949,73985,35471,6.9000001,4.0202379,0,663,91.598106,39.599998,17,5.8025556,6.9000001,35471,48017,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,49437,8600000US49437,ZCTA5 49437,.38690001,2743,18.446957,75.902298,2.5699999,93.199997,21.299999,54367,63931,25047,5.0999999,6.5143561,0,213,97.249359,43.099998,19,3.2015631,5.0999999,25047,49437,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48329,8600000US48329,ZCTA5 48329,.375,9859,11.208034,85.982353,2.51,92.400002,28.299999,70537,82666,33519,6.3000002,4.3856969,.058086064,1456,94.994102,44.400002,16.799999,6.1300101,6.3000002,33519,48329,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48089,8600000US48089,ZCTA5 48089,.4298,12041,26.81671,69.753342,2.55,80.099998,8.6999998,35926,45929,18351,10.3,12.88267,0,1704,92.281731,34.900002,11.5,5.9296379,10.3,18351,48089,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48650,8600000US48650,ZCTA5 48650,.39820001,3093,28.839315,68.477203,2.3599999,87.099998,10.2,46070,55402,23555,7.3000002,10.810811,.13142763,457,98.027527,44.599998,21.4,6.4850292,7.3000002,23555,48650,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48725,8600000US48725,ZCTA5 48725,.4655,1126,20.603909,72.912964,1.95,86.699997,13.6,38864,54661,28030,7.8000002,5.5798688,0,57,97.110901,57,34.599998,2.6561043,7.8000002,28030,48725,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48442,8600000US48442,ZCTA5 48442,.38690001,7890,12.69962,82.509506,2.5599999,92.599998,24.4,66475,76719,30117,5.8000002,8.1190662,0,824,97.333817,42.5,16,4.2493939,5.8000002,30117,48442,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48414,8600000US48414,ZCTA5 48414,.3506,979,18.692543,77.323799,2.75,91.199997,12.2,53912,65315,23836,8.6999998,5.4718475,0,124,95.745514,44.400002,16.1,4.8399687,8.6999998,23836,48414,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,49650,8600000US49650,ZCTA5 49650,.3263,1225,9.5510206,88,2.6099999,97.900002,39.599998,68342,70404,27871,8.3999996,4.3588123,0,198,95.656532,41,16.200001,6.6154361,8.3999996,27871,49650,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48415,8600000US48415,ZCTA5 48415,.41319999,3833,16.48839,80.354813,2.4100001,88.699997,16.5,58656,72231,29948,7,7.4422584,0,450,98.526024,43.799999,18.700001,5.1819439,7,29948,48415,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48375,8600000US48375,ZCTA5 48375,.41729999,8549,6.8078136,91.519478,2.6300001,96.300003,59.200001,89939,116815,44547,4.9000001,3.4831553,0,1235,69.020958,38.900002,12.5,5.7385807,4.9000001,44547,48375,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,49795,8600000US49795,ZCTA5 49795,.4348,876,32.305935,62.785389,2.23,82.800003,10.9,37024,50187,22831,11.2,9.4211121,0,35,97.56485,49.599998,19.799999,1.8528322,11.2,22831,49795,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,49740,8600000US49740,ZCTA5 49740,.49720001,3131,17.88566,78.824654,2.1600001,96.599998,43.700001,64383,91430,42424,6.9000001,5.8387671,.068376072,190,96.801323,53.5,28.799999,2.8532813,6.9000001,42424,49740,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48377,8600000US48377,ZCTA5 48377,.44870001,7516,11.109632,84.792442,2.1500001,94.300003,51.599998,61627,88215,41466,6.5,2.3887205,0,1320,72.844711,36.400002,17.5,8.8353415,6.5,41466,48377,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48454,8600000US48454,ZCTA5 48454,.38640001,461,23.644251,69.631233,2.5599999,89.300003,12.6,48859,62741,25146,5.5999999,8.2191782,0,67,96.731445,46.799999,16.799999,5.9187279,5.5999999,25146,48454,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,48371,8600000US48371,ZCTA5 48371,.41429999,8918,10.585333,86.958961,2.71,95.900002,37.799999,80017,98014,36282,4.9000001,4.3121314,.052232958,1537,94.781136,41.400002,14.099999,6.6678233,4.9000001,36282,48371,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,49507,8600000US49507,ZCTA5 49507,.4285,12318,22.47118,73.50219,3.0899999,74,19.799999,36938,47212,15880,14.6,10.459085,0,1988,70.880127,29.1,6.6999998,5.799469,14.6,15880,49507,0
MI,26,Michigan,State,2010,"9,883,640",-.60000002,174.8,49910,8600000US49910,ZCTA5 49910,.4174,178,25.280899,54.494381,2.02,97.699997,13.2,34167,51406,28776,9.1999998,2.1276596,0,20,99.442894,62.799999,46.099998,5.5710306,9.1999998,28776,49910,0
